tree depth,extra +0s per node,term size,term size+29,Rewrite_for,rewriting,rewriting (vm only),cbv;rewrite!,cbv;setoid_rewrite,cbv;rewrite_strat(topdown),cbv;rewrite_strat(bottomup)
1,739,2221,2337,0.327,0.06,0.019,,,,
3,147,2221,2685,0.247,0.055,0.027,5.396,,9.995,
1,740,2224,2340,0.324,0.064,0.019,,,,
1,741,2227,2343,0.336,0.076,0.036,,,,
2,317,2227,2459,0.28,0.064,0.028,9.407,,,
1,742,2230,2346,0.327,0.063,0.019,,,,
1,743,2233,2349,0.328,0.064,0.019,,,,
4,71,2233,3161,0.24,0.059,0.036,2.952,,6.632,
2,318,2234,2466,0.279,0.059,0.024,9.915,,,
1,744,2236,2352,0.327,0.067,0.019,,,,
3,148,2236,2700,0.252,0.056,0.024,5.396,,10.099,
1,745,2239,2355,0.323,0.063,0.019,,,,
2,319,2241,2473,0.275,0.059,0.024,9.34,,,
1,746,2242,2358,0.328,0.068,0.019,,,,
1,747,2245,2361,0.335,0.079,0.036,,,,
1,748,2248,2364,0.331,0.072,0.027,,,,
2,320,2248,2480,0.276,0.064,0.024,9.503,,,
1,749,2251,2367,0.328,0.064,0.02,,,,
3,149,2251,2715,0.247,0.055,0.024,5.587,,10.215,
1,750,2254,2370,0.324,0.064,0.019,,,,
2,321,2255,2487,0.288,0.072,0.024,9.648,,,
1,751,2257,2373,0.327,0.067,0.019,,,,
1,752,2260,2376,0.328,0.064,0.019,,,,
2,322,2262,2494,0.275,0.059,0.024,10.027,,,
1,753,2263,2379,0.323,0.06,0.015,,,,
4,72,2264,3192,0.235,0.048,0.024,3.011,,6.735,
1,754,2266,2382,0.328,0.068,0.02,,,,
3,150,2266,2730,0.248,0.06,0.028,5.46,,10.411,
1,755,2269,2385,0.324,0.06,0.019,,,,
2,323,2269,2501,0.288,0.067,0.036,9.7,,,
5,35,2269,4125,0.243,0.06,0.032,1.595,,4.852,
1,756,2272,2388,0.335,0.075,0.036,,,,
1,757,2275,2391,0.324,0.064,0.028,,,,
2,324,2276,2508,0.275,0.063,0.024,9.867,,,
1,758,2278,2394,0.336,0.072,0.027,,,,
1,759,2281,2397,0.327,0.06,0.02,,,,
3,151,2281,2745,0.251,0.055,0.028,5.736,,,
2,325,2283,2515,0.283,0.072,0.035,9.775,,,
1,760,2284,2400,0.328,0.068,0.02,,,,
1,761,2287,2403,0.328,0.067,0.019,,,,
6,17,2287,5999,0.252,0.071,0.047,0.8,,3.836,
1,762,2290,2406,0.323,0.063,0.019,,,,
2,326,2290,2522,0.275,0.059,0.024,10.012,,,
1,763,2293,2409,0.324,0.064,0.02,,,,
4,73,2295,3223,0.236,0.056,0.028,3.143,,7.,
1,764,2296,2412,0.324,0.06,0.019,,,,
3,152,2296,2760,0.248,0.056,0.024,5.655,,,
7,8,2296,9720,0.295,0.112,0.079,0.416,9.18,3.608,
2,327,2297,2529,0.268,0.059,0.028,10.079,,,
1,765,2299,2415,0.324,0.064,0.02,,,,
1,766,2302,2418,0.328,0.068,0.02,,,,
2,328,2304,2536,0.271,0.059,0.024,10.615,,,
1,767,2305,2421,0.327,0.067,0.019,,,,
1,768,2308,2424,0.327,0.067,0.019,,,,
1,769,2311,2427,0.343,0.079,0.036,,,,
2,329,2311,2543,0.272,0.06,0.028,9.996,,,
3,153,2311,2775,0.264,0.063,0.036,5.867,,,
1,770,2314,2430,0.336,0.072,0.027,,,,
1,771,2317,2433,0.339,0.072,0.027,,,,
2,330,2318,2550,0.283,0.067,0.028,10.195,,,
1,772,2320,2436,0.339,0.072,0.027,,,,
1,773,2323,2439,0.336,0.072,0.028,,,,
2,331,2325,2557,0.279,0.059,0.024,10.344,,,
1,774,2326,2442,0.339,0.076,0.028,,,,
3,154,2326,2790,0.251,0.063,0.032,5.784,,,
4,74,2326,3254,0.24,0.059,0.032,3.34,,7.175,
1,775,2329,2445,0.331,0.064,0.02,,,,
1,776,2332,2448,0.332,0.068,0.019,,,,
2,332,2332,2564,0.275,0.06,0.024,10.403,,,
5,36,2332,4188,0.243,0.064,0.044,1.768,,5.188,
1,777,2335,2451,0.327,0.064,0.019,,,,
1,778,2338,2454,0.331,0.068,0.019,,,,
2,333,2339,2571,0.276,0.06,0.028,10.976,,,
1,779,2341,2457,0.331,0.064,0.019,,,,
3,155,2341,2805,0.264,0.063,0.032,6.076,,,
1,780,2344,2460,0.339,0.067,0.019,,,,
2,334,2346,2578,0.283,0.067,0.024,10.288,,,
1,781,2347,2463,0.336,0.064,0.024,,,,
1,782,2350,2466,0.331,0.063,0.019,,,,
1,783,2353,2469,0.331,0.063,0.019,,,,
2,335,2353,2585,0.279,0.059,0.024,10.588,,,
1,784,2356,2472,0.327,0.063,0.024,,,,
3,156,2356,2820,0.255,0.063,0.032,5.931,,,
4,75,2357,3285,0.248,0.056,0.032,3.364,,7.5,
1,785,2359,2475,0.336,0.064,0.02,,,,
2,336,2360,2592,0.279,0.063,0.028,10.739,,,
1,786,2362,2478,0.331,0.063,0.02,,,,
1,787,2365,2481,0.336,0.067,0.019,,,,
2,337,2367,2599,0.279,0.063,0.024,11.052,,,
1,788,2368,2484,0.331,0.067,0.019,,,,
1,789,2371,2487,0.336,0.068,0.019,,,,
3,157,2371,2835,0.255,0.059,0.028,6.168,,,
1,790,2374,2490,0.331,0.064,0.02,,,,
2,338,2374,2606,0.28,0.067,0.028,10.659,,,
1,791,2377,2493,0.344,0.076,0.028,,,,
1,792,2380,2496,0.347,0.072,0.028,,,,
2,339,2381,2613,0.283,0.06,0.024,10.852,,,
1,793,2383,2499,0.348,0.076,0.031,,,,
1,794,2386,2502,0.343,0.076,0.031,,,,
3,158,2386,2850,0.248,0.056,0.028,6.28,,,
2,340,2388,2620,0.275,0.063,0.028,10.903,,,
4,76,2388,3316,0.236,0.052,0.028,3.384,,7.624,
1,795,2389,2505,0.348,0.076,0.032,,,,
1,796,2392,2508,0.347,0.075,0.031,,,,
1,797,2395,2511,0.348,0.076,0.02,,,,
2,341,2395,2627,0.279,0.063,0.027,,,,
5,37,2395,4251,0.244,0.063,0.039,1.935,,5.203,
1,798,2398,2514,0.348,0.075,0.024,,,,
1,799,2401,2517,0.343,0.072,0.019,,,,
3,159,2401,2865,0.251,0.056,0.028,6.387,,,
2,342,2402,2634,0.283,0.067,0.027,,,,
1,800,2404,2520,0.343,0.072,0.024,,,,
1,801,2407,2523,0.34,0.068,0.02,,,,
2,343,2409,2641,0.284,0.064,0.028,,,,
1,802,2410,2526,0.336,0.067,0.019,,,,
1,803,2413,2529,0.339,0.072,0.019,,,,
6,18,2414,6126,0.251,0.071,0.047,0.931,,4.199,
1,804,2416,2532,0.336,0.072,0.02,,,,
2,344,2416,2648,0.28,0.068,0.028,,,,
3,160,2416,2880,0.251,0.055,0.024,6.268,,,
1,805,2419,2535,0.328,0.068,0.02,,,,
4,77,2419,3347,0.231,0.048,0.028,3.635,,7.675,
1,806,2422,2538,0.336,0.072,0.024,,,,
2,345,2423,2655,0.283,0.067,0.032,,,,
1,807,2425,2541,0.336,0.067,0.019,,,,
1,808,2428,2544,0.347,0.079,0.036,,,,
2,346,2430,2662,0.288,0.068,0.028,,,,
1,809,2431,2547,0.343,0.079,0.031,,,,
3,161,2431,2895,0.252,0.06,0.028,6.559,,,
1,810,2434,2550,0.343,0.075,0.031,,,,
1,811,2437,2553,0.343,0.072,0.019,,,,
2,347,2437,2669,0.295,0.075,0.035,,,,
1,812,2440,2556,0.343,0.076,0.024,,,,
1,813,2443,2559,0.339,0.067,0.024,,,,
2,348,2444,2676,0.279,0.064,0.024,,,,
1,814,2446,2562,0.339,0.072,0.024,,,,
3,162,2446,2910,0.251,0.059,0.028,6.48,,,
1,815,2449,2565,0.336,0.064,0.019,,,,
4,78,2450,3378,0.24,0.059,0.036,3.547,,7.871,
2,349,2451,2683,0.292,0.076,0.039,,,,
1,816,2452,2568,0.336,0.064,0.024,,,,
1,817,2455,2571,0.348,0.084,0.036,,,,
1,818,2458,2574,0.343,0.079,0.028,,,,
2,350,2458,2690,0.279,0.059,0.027,,,,
5,38,2458,4314,0.247,0.059,0.031,2.008,,5.728,
1,819,2461,2577,0.352,0.08,0.024,,,,
3,163,2461,2925,0.255,0.059,0.027,6.704,,,
1,820,2464,2580,0.348,0.076,0.024,,,,
2,351,2465,2697,0.279,0.063,0.027,,,,
1,821,2467,2583,0.347,0.072,0.024,,,,
1,822,2470,2586,0.343,0.072,0.019,,,,
2,352,2472,2704,0.276,0.063,0.028,,,,
1,823,2473,2589,0.336,0.067,0.019,,,,
1,824,2476,2592,0.352,0.084,0.036,,,,
3,164,2476,2940,0.252,0.06,0.028,6.647,,,
1,825,2479,2595,0.347,0.079,0.031,,,,
2,353,2479,2711,0.279,0.063,0.028,,,,
4,79,2481,3409,0.236,0.048,0.028,3.715,,8.528,
1,826,2482,2598,0.343,0.075,0.019,,,,
1,827,2485,2601,0.339,0.072,0.019,,,,
2,354,2486,2718,0.291,0.075,0.039,,,,
1,828,2488,2604,0.339,0.072,0.019,,,,
1,829,2491,2607,0.339,0.067,0.019,,,,
3,165,2491,2955,0.247,0.055,0.028,6.936,,,
2,355,2493,2725,0.284,0.064,0.028,,,,
1,830,2494,2610,0.34,0.072,0.019,,,,
1,831,2497,2613,0.348,0.084,0.036,,,,
1,832,2500,2616,0.348,0.076,0.02,,,,
2,356,2500,2732,0.291,0.076,0.039,,,,
1,833,2503,2619,0.348,0.075,0.024,,,,
1,834,2506,2622,0.343,0.072,0.019,,,,
3,166,2506,2970,0.252,0.06,0.028,6.867,,,
2,357,2507,2739,0.279,0.063,0.027,,,,
1,835,2509,2625,0.339,0.072,0.024,,,,
1,836,2512,2628,0.351,0.083,0.036,,,,
4,80,2512,3440,0.243,0.056,0.028,3.928,,8.219,
2,358,2514,2746,0.283,0.063,0.027,,,,
1,837,2515,2631,0.348,0.079,0.024,,,,
1,838,2518,2634,0.343,0.076,0.024,,,,
1,839,2521,2637,0.339,0.072,0.019,,,,
2,359,2521,2753,0.283,0.067,0.031,,,,
3,167,2521,2985,0.255,0.06,0.028,7.008,,,
5,39,2521,4377,0.244,0.064,0.031,2.059,,6.063,
1,840,2524,2640,0.339,0.072,0.019,,,,
1,841,2527,2643,0.348,0.08,0.036,,,,
2,360,2528,2760,0.288,0.067,0.028,,,,
1,842,2530,2646,0.343,0.075,0.019,,,,
1,843,2533,2649,0.348,0.075,0.02,,,,
2,361,2535,2767,0.296,0.076,0.04,,,,
1,844,2536,2652,0.343,0.072,0.024,,,,
3,168,2536,3000,0.255,0.063,0.028,7.152,,,
1,845,2539,2655,0.348,0.08,0.032,,,,
6,19,2541,6253,0.251,0.076,0.052,1.156,,4.82,
1,846,2542,2658,0.351,0.075,0.031,,,,
2,362,2542,2774,0.283,0.064,0.028,,,,
4,81,2543,3471,0.236,0.052,0.028,3.864,,,
1,847,2545,2661,0.36,0.072,0.024,,,,
1,848,2548,2664,0.351,0.067,0.024,,,,
2,363,2549,2781,0.283,0.068,0.024,,,,
1,849,2551,2667,0.352,0.068,0.024,,,,
3,169,2551,3015,0.251,0.059,0.027,7.059,,,
7,9,2551,9975,0.295,0.115,0.088,0.507,10.811,3.784,
1,850,2554,2670,0.364,0.088,0.044,,,,
2,364,2556,2788,0.291,0.072,0.035,,,,
8,4,2556,17404,0.387,0.188,0.164,0.279,8.052,3.491,
1,851,2557,2673,0.348,0.076,0.019,,,,
1,852,2560,2676,0.351,0.067,0.019,,,,
1,853,2563,2679,0.355,0.067,0.019,,,,
2,365,2563,2795,0.288,0.067,0.028,,,,
1,854,2566,2682,0.379,0.096,0.052,,,,
3,170,2566,3030,0.26,0.06,0.028,7.344,,,
1,855,2569,2685,0.351,0.076,0.019,,,,
2,366,2570,2802,0.283,0.063,0.024,,,,
1,856,2572,2688,0.36,0.072,0.024,,,,
4,82,2574,3502,0.24,0.064,0.039,3.976,,,
1,857,2575,2691,0.368,0.084,0.04,,,,
2,367,2577,2809,0.283,0.063,0.027,,,,
1,858,2578,2694,0.348,0.076,0.024,,,,
1,859,2581,2697,0.347,0.072,0.019,,,,
3,171,2581,3045,0.255,0.06,0.032,7.283,,,
1,860,2584,2700,0.347,0.072,0.019,,,,
2,368,2584,2816,0.288,0.067,0.028,,,,
5,40,2584,4440,0.248,0.067,0.043,2.172,,6.108,
1,861,2587,2703,0.364,0.084,0.04,,,,
1,862,2590,2706,0.347,0.076,0.024,,,,
2,369,2591,2823,0.296,0.076,0.04,,,,
1,863,2593,2709,0.355,0.076,0.024,,,,
1,864,2596,2712,0.36,0.084,0.036,,,,
3,172,2596,3060,0.255,0.059,0.028,7.452,,,
2,370,2598,2830,0.279,0.064,0.028,,,,
1,865,2599,2715,0.351,0.076,0.019,,,,
1,866,2602,2718,0.347,0.067,0.019,,,,
1,867,2605,2721,0.348,0.067,0.019,,,,
2,371,2605,2837,0.288,0.067,0.028,,,,
4,83,2605,3533,0.248,0.06,0.036,4.172,,,
1,868,2608,2724,0.359,0.083,0.039,,,,
1,869,2611,2727,0.348,0.076,0.019,,,,
3,173,2611,3075,0.255,0.059,0.028,7.491,,,
2,372,2612,2844,0.291,0.072,0.035,,,,
1,870,2614,2730,0.351,0.072,0.024,,,,
1,871,2617,2733,0.364,0.088,0.04,,,,
2,373,2619,2851,0.292,0.067,0.028,,,,
1,872,2620,2736,0.343,0.072,0.024,,,,
1,873,2623,2739,0.351,0.076,0.024,,,,
1,874,2626,2742,0.364,0.088,0.04,,,,
2,374,2626,2858,0.288,0.067,0.028,,,,
3,174,2626,3090,0.255,0.059,0.027,7.476,,,
1,875,2629,2745,0.347,0.076,0.024,,,,
1,876,2632,2748,0.351,0.076,0.024,,,,
2,375,2633,2865,0.291,0.072,0.035,,,,
1,877,2635,2751,0.364,0.092,0.04,,,,
4,84,2636,3564,0.24,0.056,0.031,4.219,,,
1,878,2638,2754,0.351,0.076,0.024,,,,
2,376,2640,2872,0.292,0.067,0.028,,,,
1,879,2641,2757,0.347,0.072,0.024,,,,
3,175,2641,3105,0.252,0.056,0.028,6.659,,,
1,880,2644,2760,0.347,0.072,0.024,,,,
1,881,2647,2763,0.347,0.072,0.024,,,,
2,377,2647,2879,0.283,0.063,0.028,,,,
5,41,2647,4503,0.243,0.064,0.04,2.259,,6.512,
1,882,2650,2766,0.36,0.076,0.032,,,,
1,883,2653,2769,0.368,0.084,0.019,,,,
2,378,2654,2886,0.292,0.072,0.036,,,,
1,884,2656,2772,0.36,0.08,0.024,,,,
3,176,2656,3120,0.255,0.063,0.032,7.052,,,
1,885,2659,2775,0.367,0.087,0.039,,,,
2,379,2661,2893,0.291,0.072,0.027,,,,
1,886,2662,2778,0.355,0.076,0.019,,,,
1,887,2665,2781,0.355,0.076,0.024,,,,
4,85,2667,3595,0.24,0.056,0.028,4.416,,,
1,888,2668,2784,0.368,0.092,0.04,,,,
2,380,2668,2900,0.292,0.067,0.028,,,,
6,20,2668,6380,0.255,0.079,0.052,1.183,,5.032,
1,889,2671,2787,0.352,0.076,0.024,,,,
3,177,2671,3135,0.259,0.059,0.028,6.508,,,
1,890,2674,2790,0.36,0.087,0.039,,,,
2,381,2675,2907,0.296,0.076,0.032,,,,
1,891,2677,2793,0.351,0.079,0.02,,,,
1,892,2680,2796,0.355,0.075,0.024,,,,
2,382,2682,2914,0.295,0.063,0.027,,,,
1,893,2683,2799,0.368,0.088,0.036,,,,
1,894,2686,2802,0.351,0.076,0.024,,,,
3,178,2686,3150,0.255,0.063,0.028,6.864,,,
1,895,2689,2805,0.367,0.087,0.035,,,,
2,383,2689,2921,0.288,0.067,0.028,,,,
1,896,2692,2808,0.355,0.079,0.024,,,,
1,897,2695,2811,0.36,0.076,0.024,,,,
2,384,2696,2928,0.296,0.076,0.036,,,,
1,898,2698,2814,0.351,0.072,0.024,,,,
4,86,2698,3626,0.24,0.056,0.028,4.403,,,
1,899,2701,2817,0.351,0.072,0.024,,,,
3,179,2701,3165,0.255,0.059,0.031,6.907,,,
2,385,2703,2935,0.291,0.067,0.027,,,,
1,900,2704,2820,0.36,0.083,0.032,,,,
1,901,2707,2823,0.355,0.076,0.024,,,,
1,902,2710,2826,0.368,0.088,0.04,,,,
2,386,2710,2942,0.292,0.067,0.027,,,,
5,42,2710,4566,0.248,0.064,0.039,2.536,,7.567,
1,903,2713,2829,0.355,0.079,0.02,,,,
1,904,2716,2832,0.355,0.072,0.024,,,,
3,180,2716,3180,0.256,0.064,0.028,6.871,,,
2,387,2717,2949,0.292,0.072,0.028,,,,
1,905,2719,2835,0.355,0.075,0.02,,,,
1,906,2722,2838,0.36,0.076,0.024,,,,
2,388,2724,2956,0.307,0.08,0.039,,,,
1,907,2725,2841,0.36,0.08,0.024,,,,
1,908,2728,2844,0.355,0.076,0.024,,,,
4,87,2729,3657,0.248,0.063,0.039,4.556,,,
1,909,2731,2847,0.367,0.087,0.039,,,,
2,389,2731,2963,0.292,0.067,0.028,,,,
3,181,2731,3195,0.259,0.064,0.032,7.063,,,
1,910,2734,2850,0.355,0.076,0.024,,,,
1,911,2737,2853,0.368,0.088,0.04,,,,
2,390,2738,2970,0.288,0.067,0.028,,,,
1,912,2740,2856,0.351,0.076,0.024,,,,
1,913,2743,2859,0.371,0.087,0.039,,,,
2,391,2745,2977,0.295,0.076,0.035,,,,
1,914,2746,2862,0.355,0.08,0.024,,,,
3,182,2746,3210,0.251,0.059,0.028,7.488,,,
1,915,2749,2865,0.371,0.087,0.039,,,,
1,916,2752,2868,0.355,0.079,0.024,,,,
2,392,2752,2984,0.296,0.068,0.032,,,,
1,917,2755,2871,0.372,0.088,0.036,,,,
1,918,2758,2874,0.355,0.079,0.024,,,,
2,393,2759,2991,0.291,0.067,0.028,,,,
4,88,2760,3688,0.236,0.052,0.028,4.755,,,
1,919,2761,2877,0.36,0.083,0.035,,,,
3,183,2761,3225,0.259,0.063,0.028,7.007,,,
1,920,2764,2880,0.355,0.08,0.024,,,,
2,394,2766,2998,0.296,0.072,0.028,,,,
1,921,2767,2883,0.371,0.087,0.039,,,,
1,922,2770,2886,0.36,0.076,0.024,,,,
1,923,2773,2889,0.371,0.087,0.039,,,,
2,395,2773,3005,0.303,0.079,0.039,,,,
5,43,2773,4629,0.244,0.059,0.036,2.468,,7.184,
1,924,2776,2892,0.36,0.079,0.024,,,,
3,184,2776,3240,0.255,0.059,0.031,7.28,,,
1,925,2779,2895,0.371,0.091,0.039,,,,
2,396,2780,3012,0.292,0.067,0.028,,,,
1,926,2782,2898,0.36,0.079,0.024,,,,
1,927,2785,2901,0.375,0.091,0.039,,,,
2,397,2787,3019,0.288,0.067,0.028,,,,
1,928,2788,2904,0.364,0.083,0.024,,,,
1,929,2791,2907,0.375,0.091,0.039,,,,
3,185,2791,3255,0.259,0.059,0.031,7.364,,,
4,89,2791,3719,0.243,0.056,0.031,4.755,,,
1,930,2794,2910,0.36,0.08,0.024,,,,
2,398,2794,3026,0.296,0.072,0.028,,,,
6,21,2795,6507,0.256,0.076,0.051,1.22,,5.759,
1,931,2797,2913,0.355,0.076,0.024,,,,
1,932,2800,2916,0.36,0.08,0.024,,,,
2,399,2801,3033,0.307,0.084,0.039,,,,
1,933,2803,2919,0.363,0.083,0.024,,,,
1,934,2806,2922,0.36,0.08,0.024,,,,
3,186,2806,3270,0.264,0.063,0.035,7.871,,,
7,10,2806,10230,0.304,0.115,0.088,0.624,11.995,4.467,
2,400,2808,3040,0.288,0.067,0.032,,,,
1,935,2809,2925,0.36,0.08,0.024,,,,
1,936,2812,2928,0.371,0.083,0.032,,,,
1,937,2815,2931,0.36,0.076,0.024,,,,
2,401,2815,3047,0.292,0.068,0.028,,,,
1,938,2818,2934,0.371,0.087,0.039,,,,
1,939,2821,2937,0.36,0.08,0.024,,,,
3,187,2821,3285,0.268,0.067,0.036,7.344,,,
2,402,2822,3054,0.296,0.072,0.028,,,,
4,90,2822,3750,0.248,0.056,0.028,4.996,,,
1,940,2824,2940,0.359,0.075,0.027,,,,
1,941,2827,2943,0.368,0.08,0.024,,,,
2,403,2829,3061,0.299,0.075,0.039,,,,
1,942,2830,2946,0.364,0.08,0.024,,,,
1,943,2833,2949,0.375,0.091,0.04,,,,
1,944,2836,2952,0.359,0.079,0.024,,,,
2,404,2836,3068,0.292,0.067,0.028,,,,
3,188,2836,3300,0.271,0.067,0.035,9.,,,
5,44,2836,4692,0.251,0.067,0.043,2.395,,7.395,
1,945,2839,2955,0.368,0.08,0.024,,,,
1,946,2842,2958,0.368,0.08,0.024,,,,
2,405,2843,3075,0.292,0.067,0.028,,,,
1,947,2845,2961,0.364,0.08,0.024,,,,
1,948,2848,2964,0.379,0.091,0.035,,,,
2,406,2850,3082,0.295,0.076,0.032,,,,
1,949,2851,2967,0.364,0.08,0.024,,,,
3,189,2851,3315,0.272,0.063,0.035,9.456,,,
4,91,2853,3781,0.235,0.055,0.031,4.936,,,
1,950,2854,2970,0.36,0.079,0.024,,,,
1,951,2857,2973,0.368,0.084,0.024,,,,
2,407,2857,3089,0.299,0.067,0.031,,,,
1,952,2860,2976,0.367,0.079,0.024,,,,
1,953,2863,2979,0.375,0.091,0.039,,,,
2,408,2864,3096,0.304,0.076,0.04,,,,
1,954,2866,2982,0.36,0.079,0.024,,,,
3,190,2866,3330,0.272,0.068,0.036,9.103,,,
1,955,2869,2985,0.364,0.08,0.024,,,,
2,409,2871,3103,0.303,0.072,0.028,,,,
1,956,2872,2988,0.375,0.088,0.036,,,,
1,957,2875,2991,0.367,0.079,0.024,,,,
1,958,2878,2994,0.375,0.083,0.024,,,,
2,410,2878,3110,0.292,0.067,0.028,,,,
1,959,2881,2997,0.399,0.099,0.048,,,,
3,191,2881,3345,0.275,0.067,0.028,9.152,,,
1,960,2884,3000,0.372,0.084,0.024,,,,
4,92,2884,3812,0.248,0.063,0.039,5.152,,,
2,411,2885,3117,0.299,0.076,0.028,,,,
1,961,2887,3003,0.383,0.08,0.024,,,,
1,962,2890,3006,0.376,0.084,0.024,,,,
2,412,2892,3124,0.299,0.067,0.028,,,,
1,963,2893,3009,0.367,0.083,0.024,,,,
1,964,2896,3012,0.379,0.08,0.024,,,,
3,192,2896,3360,0.272,0.064,0.028,9.327,,,
1,965,2899,3015,0.379,0.08,0.024,,,,
2,413,2899,3131,0.3,0.076,0.04,,,,
5,45,2899,4755,0.251,0.067,0.044,2.384,,7.751,
1,966,2902,3018,0.384,0.08,0.024,,,,
1,967,2905,3021,0.379,0.08,0.024,,,,
2,414,2906,3138,0.299,0.072,0.032,,,,
1,968,2908,3024,0.387,0.091,0.035,,,,
1,969,2911,3027,0.375,0.083,0.027,,,,
3,193,2911,3375,0.264,0.06,0.032,9.492,,,
2,415,2913,3145,0.296,0.067,0.028,,,,
1,970,2914,3030,0.379,0.079,0.027,,,,
4,93,2915,3843,0.251,0.063,0.035,5.331,,,
1,971,2917,3033,0.38,0.088,0.036,,,,
1,972,2920,3036,0.376,0.084,0.024,,,,
2,416,2920,3152,0.291,0.067,0.031,,,,
6,22,2922,6634,0.251,0.076,0.051,1.287,,5.987,
1,973,2923,3039,0.367,0.08,0.028,,,,
1,974,2926,3042,0.375,0.087,0.035,,,,
3,194,2926,3390,0.259,0.063,0.031,10.,,,
2,417,2927,3159,0.299,0.075,0.031,,,,
1,975,2929,3045,0.364,0.076,0.024,,,,
1,976,2932,3048,0.363,0.079,0.024,,,,
2,418,2934,3166,0.32,0.083,0.048,,,,
1,977,2935,3051,0.375,0.087,0.035,,,,
1,978,2938,3054,0.372,0.08,0.024,,,,
1,979,2941,3057,0.364,0.079,0.028,,,,
2,419,2941,3173,0.316,0.088,0.048,,,,
3,195,2941,3405,0.264,0.063,0.031,9.635,,,
1,980,2944,3060,0.371,0.083,0.024,,,,
4,94,2946,3874,0.248,0.059,0.031,5.28,,,
1,981,2947,3063,0.388,0.096,0.039,,,,
2,420,2948,3180,0.3,0.072,0.032,,,,
1,982,2950,3066,0.367,0.079,0.027,,,,
1,983,2953,3069,0.368,0.08,0.028,,,,
2,421,2955,3187,0.303,0.067,0.031,,,,
1,984,2956,3072,0.375,0.087,0.028,,,,
3,196,2956,3420,0.259,0.063,0.032,9.684,,,
1,985,2959,3075,0.391,0.096,0.043,,,,
1,986,2962,3078,0.364,0.08,0.024,,,,
2,422,2962,3194,0.303,0.072,0.031,,,,
5,46,2962,4818,0.259,0.067,0.044,2.635,,8.26,
1,987,2965,3081,0.364,0.08,0.028,,,,
1,988,2968,3084,0.379,0.087,0.027,,,,
2,423,2969,3201,0.307,0.072,0.031,,,,
1,989,2971,3087,0.392,0.1,0.043,,,,
3,197,2971,3435,0.275,0.072,0.04,9.956,,,
1,990,2974,3090,0.371,0.079,0.024,,,,
2,424,2976,3208,0.303,0.079,0.028,,,,
1,991,2977,3093,0.375,0.083,0.024,,,,
4,95,2977,3905,0.247,0.063,0.035,5.495,,,
1,992,2980,3096,0.384,0.087,0.028,,,,
1,993,2983,3099,0.388,0.096,0.043,,,,
2,425,2983,3215,0.328,0.088,0.048,,,,
1,994,2986,3102,0.367,0.083,0.028,,,,
3,198,2986,3450,0.268,0.067,0.035,10.035,,,
1,995,2989,3105,0.371,0.083,0.024,,,,
2,426,2990,3222,0.324,0.096,0.056,,,,
1,996,2992,3108,0.376,0.08,0.024,,,,
1,997,2995,3111,0.371,0.08,0.028,,,,
2,427,2997,3229,0.303,0.072,0.032,,,,
1,998,2998,3114,0.384,0.088,0.036,,,,
1,999,3001,3117,0.379,0.08,0.028,,,,
3,199,3001,3465,0.275,0.067,0.032,10.68,,,
1,1000,3004,3120,0.367,0.083,0.024,,,,
2,428,3004,3236,0.303,0.067,0.031,,,,
4,96,3008,3936,0.252,0.067,0.036,5.559,,,
2,429,3011,3243,0.307,0.072,0.031,,,,
3,200,3016,3480,0.272,0.067,0.031,10.003,,,
2,430,3018,3250,0.312,0.076,0.032,,,,
2,431,3025,3257,0.303,0.072,0.031,,,,
5,47,3025,4881,0.248,0.064,0.039,2.604,,9.159,
3,201,3031,3495,0.268,0.067,0.032,,,,
2,432,3032,3264,0.312,0.072,0.032,,,,
2,433,3039,3271,0.299,0.076,0.039,,,,
4,97,3039,3967,0.247,0.063,0.035,5.807,,,
2,434,3046,3278,0.32,0.084,0.044,,,,
3,202,3046,3510,0.271,0.063,0.031,,,,
6,23,3049,6761,0.259,0.079,0.052,1.368,,6.94,
2,435,3053,3285,0.312,0.083,0.043,,,,
2,436,3060,3292,0.296,0.067,0.032,,,,
3,203,3061,3525,0.264,0.063,0.032,,,,
7,11,3061,10485,0.296,0.119,0.092,0.731,,5.307,
2,437,3067,3299,0.303,0.072,0.032,,,,
8,5,3067,17915,0.387,0.195,0.167,0.42,11.364,4.771,
4,98,3070,3998,0.256,0.071,0.043,5.764,,,
9,2,3070,32766,0.496,0.288,0.264,0.203,7.936,4.667,63.564
2,438,3074,3306,0.303,0.076,0.032,,,,
3,204,3076,3540,0.272,0.068,0.04,,,,
2,439,3081,3313,0.307,0.076,0.032,,,,
2,440,3088,3320,0.303,0.072,0.031,,,,
5,48,3088,4944,0.244,0.067,0.039,2.659,,9.504,
3,205,3091,3555,0.267,0.072,0.039,,,,
2,441,3095,3327,0.303,0.072,0.031,,,,
4,99,3101,4029,0.251,0.067,0.044,6.088,,,
2,442,3102,3334,0.307,0.075,0.031,,,,
3,206,3106,3570,0.272,0.072,0.032,,,,
2,443,3109,3341,0.3,0.068,0.032,,,,
2,444,3116,3348,0.308,0.08,0.032,,,,
3,207,3121,3585,0.271,0.072,0.035,,,,
2,445,3123,3355,0.311,0.075,0.032,,,,
2,446,3130,3362,0.307,0.083,0.036,,,,
4,100,3132,4060,0.259,0.067,0.039,6.051,,,
3,208,3136,3600,0.272,0.063,0.032,,,,
2,447,3137,3369,0.316,0.083,0.043,,,,
