n,Rewrite_for,rewriting,rewriting (vm only),cbv,lazy,vm_compute,native(1)(real),native(2)(real),cbn,simpl
759,0.831,0.463,0.419,0.192,0.38,0.008,0.166,0.157,,
761,0.816,0.451,0.403,0.192,0.403,0.012,0.172,0.156,,
763,0.836,0.467,0.419,0.195,0.384,0.008,0.14,0.112,,
765,0.835,0.46,0.416,0.196,0.415,0.011,0.142,0.137,,
767,0.843,0.475,0.436,0.199,0.479,0.012,0.15,0.124,,
769,0.835,0.475,0.427,0.199,0.439,0.011,0.166,0.17,,
771,0.831,0.463,0.419,0.204,0.416,0.008,0.155,0.125,,
773,0.819,0.456,0.411,0.199,0.411,0.007,0.109,0.109,,
775,0.832,0.463,0.42,0.199,0.42,0.011,0.111,0.106,,
777,0.843,0.479,0.436,0.203,0.456,0.008,0.105,0.105,,
779,0.847,0.484,0.427,0.2,0.472,0.012,0.163,0.153,,
781,0.848,0.471,0.427,0.208,0.419,0.011,0.163,0.151,,
783,0.867,0.5,0.46,0.207,0.432,0.012,0.16,0.159,,
785,0.864,0.491,0.448,0.204,0.423,0.008,0.145,0.112,,
787,0.863,0.5,0.451,0.204,0.42,0.008,0.119,0.129,,
789,0.884,0.515,0.475,0.204,0.5,0.008,0.162,0.144,,
791,0.843,0.48,0.432,0.204,0.476,0.011,0.115,0.167,,
793,0.86,0.491,0.451,0.204,0.443,0.012,0.124,0.116,,
795,0.855,0.491,0.44,0.208,0.444,0.011,0.113,0.108,,
797,0.867,0.496,0.451,0.208,0.444,0.012,0.129,0.153,,
799,0.84,0.472,0.427,0.207,0.515,0.008,0.118,0.113,,
801,0.847,0.483,0.447,0.207,0.504,0.012,0.143,0.146,,
803,0.855,0.487,0.439,0.211,0.439,0.011,0.114,0.113,,
805,0.867,0.496,0.451,0.207,0.444,0.012,0.112,0.151,,
807,0.843,0.48,0.431,0.211,0.44,0.011,0.134,0.116,,
809,0.86,0.491,0.451,0.211,0.519,0.012,0.148,0.152,,
811,0.883,0.512,0.459,0.215,0.48,0.011,0.152,0.125,,
813,0.876,0.503,0.456,0.22,0.456,0.012,0.125,0.111,,
815,0.884,0.515,0.475,0.215,0.484,0.011,0.133,0.15,,
817,0.891,0.523,0.479,0.216,0.484,0.011,0.124,0.123,,
819,0.9,0.531,0.487,0.219,0.547,0.012,0.169,0.124,,
821,0.915,0.532,0.475,0.219,0.468,0.012,0.138,0.163,,
823,0.884,0.519,0.475,0.219,0.475,0.011,0.14,0.144,,
825,0.864,0.5,0.451,0.224,0.463,0.016,0.141,0.17,,
827,0.9,0.524,0.48,0.224,0.491,0.012,0.146,0.111,,
829,0.891,0.524,0.472,0.224,0.555,0.011,0.135,0.147,,
831,0.883,0.516,0.471,0.227,0.488,0.011,0.134,0.118,,
833,0.88,0.512,0.472,0.224,0.471,0.012,0.141,0.16,,
835,0.899,0.528,0.48,0.228,0.495,0.011,0.11,0.163,,
837,0.888,0.52,0.479,0.227,0.487,0.012,0.172,0.157,,
839,0.891,0.524,0.479,0.231,0.56,0.011,0.136,0.146,,
841,0.888,0.524,0.48,0.236,0.503,0.011,0.14,0.14,,
843,0.923,0.552,0.504,0.231,0.495,0.012,0.168,0.146,,
845,0.899,0.536,0.496,0.235,0.495,0.012,0.15,0.148,,
847,0.88,0.508,0.463,0.236,0.531,0.011,0.115,0.144,,
849,0.939,0.568,0.52,0.231,0.564,0.012,0.147,0.117,,
851,0.939,0.56,0.512,0.231,0.479,0.012,0.116,0.112,,
853,0.912,0.54,0.491,0.231,0.524,0.011,0.112,0.112,,
855,0.899,0.536,0.487,0.231,0.519,0.011,0.174,0.131,,
857,0.884,0.519,0.472,0.236,0.516,0.012,0.111,0.17,,
859,0.915,0.543,0.492,0.235,0.599,0.011,0.147,0.122,,
861,0.903,0.536,0.487,0.236,0.5,0.016,0.147,0.143,,
863,0.903,0.544,0.5,0.239,0.524,0.011,0.114,0.111,,
865,0.911,0.548,0.5,0.243,0.507,0.016,0.171,0.187,,
867,0.907,0.54,0.492,0.24,0.548,0.012,0.179,0.145,,
869,0.908,0.543,0.5,0.24,0.619,0.016,0.155,0.156,,
871,0.903,0.539,0.5,0.243,0.531,0.011,0.145,0.151,,
873,0.948,0.572,0.528,0.24,0.52,0.012,0.144,0.146,,
875,0.947,0.576,0.532,0.247,0.52,0.011,0.114,0.142,,
877,0.963,0.588,0.54,0.248,0.595,0.011,0.151,0.161,,
879,0.947,0.579,0.536,0.247,0.564,0.011,0.152,0.135,,
881,0.92,0.551,0.512,0.248,0.552,0.011,0.114,0.139,,
883,0.927,0.564,0.515,0.251,0.548,0.016,0.146,0.113,,
885,0.939,0.567,0.528,0.252,0.611,0.012,0.132,0.155,,
887,0.927,0.56,0.516,0.252,0.628,0.012,0.153,0.149,,
889,0.923,0.555,0.512,0.252,0.528,0.012,0.143,0.151,,
891,0.927,0.56,0.519,0.252,0.548,0.016,0.146,0.118,,
893,0.915,0.556,0.512,0.256,0.552,0.011,0.172,0.14,,
895,0.939,0.575,0.524,0.259,0.635,0.011,0.127,0.115,,
897,0.939,0.567,0.52,0.26,0.543,0.016,0.167,0.125,,
899,0.967,0.603,0.548,0.259,0.56,0.012,0.162,0.165,,
901,0.951,0.575,0.536,0.264,0.556,0.012,0.143,0.116,,
903,0.968,0.596,0.543,0.264,0.631,0.012,0.144,0.177,,
905,0.968,0.591,0.551,0.264,0.624,0.012,0.141,0.167,,
907,0.948,0.579,0.535,0.263,0.56,0.011,0.126,0.146,,
909,0.928,0.572,0.524,0.26,0.567,0.016,0.143,0.119,,
911,0.951,0.579,0.536,0.268,0.591,0.016,0.11,0.165,,
913,0.948,0.579,0.532,0.268,0.652,0.011,0.129,0.148,,
915,0.939,0.572,0.531,0.264,0.575,0.011,0.138,0.116,,
917,0.951,0.579,0.536,0.268,0.596,0.011,0.124,0.155,,
919,0.956,0.587,0.543,0.268,0.584,0.011,0.142,0.165,,
921,0.951,0.584,0.54,0.271,0.664,0.016,0.118,0.112,,
923,0.947,0.584,0.536,0.276,0.591,0.016,0.164,0.119,,
925,0.956,0.588,0.54,0.28,0.596,0.016,0.177,0.138,,
927,0.979,0.615,0.567,0.276,0.579,0.016,0.162,0.117,,
929,0.98,0.615,0.572,0.276,0.688,0.016,0.112,0.171,,
931,0.987,0.615,0.571,0.276,0.62,0.016,0.152,0.15,,
933,1.004,0.624,0.576,0.28,0.603,0.016,0.171,0.159,,
935,0.959,0.588,0.548,0.283,0.603,0.016,0.141,0.115,,
937,0.959,0.591,0.543,0.279,0.703,0.016,0.175,0.136,,
939,0.959,0.596,0.552,0.28,0.611,0.016,0.17,0.124,,
941,0.968,0.599,0.563,0.275,0.623,0.016,0.113,0.178,,
943,0.96,0.599,0.552,0.28,0.62,0.012,0.173,0.128,,
945,0.972,0.604,0.56,0.287,0.708,0.011,0.148,0.182,,
947,0.975,0.6,0.556,0.292,0.635,0.016,0.171,0.15,,
949,0.963,0.599,0.56,0.292,0.619,0.016,0.12,0.143,,
951,0.951,0.588,0.543,0.296,0.688,0.016,0.157,0.173,,
953,0.975,0.603,0.56,0.291,0.679,0.016,0.123,0.112,,
955,0.995,0.627,0.576,0.291,0.628,0.016,0.111,0.112,,
957,0.987,0.616,0.572,0.295,0.62,0.012,0.121,0.111,,
959,1.007,0.636,0.588,0.295,0.715,0.016,0.11,0.135,,
961,1.031,0.648,0.596,0.295,0.659,0.016,0.152,0.146,,
963,1.,0.636,0.596,0.295,0.655,0.012,0.144,0.15,,
965,0.987,0.62,0.579,0.299,0.64,0.016,0.165,0.16,,
967,1.004,0.632,0.588,0.3,0.743,0.02,0.17,0.168,,
969,0.98,0.611,0.575,0.295,0.643,0.016,0.142,0.119,,
971,0.987,0.623,0.579,0.299,0.656,0.016,0.115,0.15,,
973,0.987,0.62,0.575,0.299,0.736,0.016,0.165,0.157,,
975,0.992,0.616,0.572,0.304,0.695,0.016,0.142,0.161,,
977,0.987,0.62,0.576,0.303,0.667,0.016,0.175,0.159,,
979,0.992,0.624,0.579,0.303,0.659,0.016,0.145,0.119,,
981,1.,0.624,0.576,0.307,0.76,0.016,0.149,0.157,,
983,0.98,0.616,0.576,0.307,0.655,0.016,0.16,0.164,,
985,0.991,0.632,0.588,0.304,0.664,0.015,0.125,0.178,,
987,1.028,0.663,0.616,0.304,0.748,0.016,0.126,0.146,,
989,1.036,0.66,0.615,0.307,0.716,0.016,0.157,0.179,,
991,1.067,0.696,0.647,0.307,0.671,0.016,0.2,0.182,,
993,1.043,0.671,0.632,0.312,0.684,0.016,0.19,0.177,,
995,1.024,0.648,0.599,0.315,0.788,0.016,0.149,0.115,,
997,1.,0.64,0.592,0.32,0.676,0.016,0.147,0.147,,
999,1.007,0.639,0.596,0.316,0.683,0.016,0.158,0.144,,
1001,1.012,0.64,0.596,0.32,0.775,0.02,0.175,0.153,,
1003,1.024,0.648,0.603,0.324,0.74,0.016,0.183,0.156,,
1005,1.028,0.656,0.615,0.327,0.696,0.02,0.153,0.145,,
1007,1.016,0.652,0.608,0.315,0.735,0.016,0.142,0.171,,
1009,1.016,0.644,0.596,0.32,0.788,0.016,0.178,0.155,,
1011,1.003,0.631,0.595,0.315,0.707,0.019,0.126,0.133,,
1013,1.032,0.663,0.62,0.315,0.728,0.016,0.127,0.115,,
1015,1.06,0.687,0.644,0.32,0.832,0.016,0.115,0.114,,
1017,1.067,0.695,0.651,0.323,0.704,0.016,0.17,0.158,,
1019,1.052,0.683,0.628,0.323,0.703,0.019,0.174,0.193,,
1021,1.068,0.692,0.644,0.323,0.804,0.019,0.182,0.168,,
1023,1.068,0.699,0.656,0.327,0.739,0.019,0.12,0.148,,
1025,1.024,0.656,0.608,0.323,0.743,0.019,0.174,0.153,,
1027,1.016,0.651,0.615,0.324,0.811,0.024,0.116,0.177,,
1029,1.036,0.659,0.62,0.327,0.743,0.02,0.156,0.148,,
1031,1.048,0.671,0.627,0.332,0.743,0.02,0.175,0.156,,
1033,1.048,0.68,0.627,0.332,0.764,0.016,0.141,0.155,,
1035,1.063,0.692,0.639,0.335,0.816,0.016,0.145,0.117,,
1037,1.036,0.668,0.624,0.332,0.768,0.02,0.124,0.115,,
1039,1.039,0.672,0.632,0.335,0.736,0.019,0.115,0.13,,
1041,1.052,0.68,0.632,0.344,0.864,0.024,0.18,0.153,,
1043,1.044,0.68,0.639,0.347,0.751,0.02,0.139,0.147,,
1045,1.08,0.704,0.668,0.348,0.739,0.016,0.175,0.154,,
1047,1.075,0.695,0.647,0.347,0.864,0.016,0.171,0.181,,
1049,1.072,0.692,0.644,0.347,0.78,0.02,0.164,0.162,,
1051,1.111,0.74,0.699,0.344,0.804,0.016,0.118,0.144,,
1053,1.08,0.704,0.652,0.339,0.848,0.016,0.155,0.186,,
1055,1.072,0.695,0.656,0.347,0.78,0.019,0.18,0.152,,
1057,1.048,0.687,0.639,0.347,0.804,0.019,0.171,0.185,,
1059,1.064,0.696,0.66,0.348,0.831,0.016,0.154,0.155,,
1061,1.075,0.699,0.647,0.347,0.807,0.019,0.201,0.172,,
1063,1.075,0.707,0.668,0.351,0.804,0.016,0.173,0.161,,
1065,1.076,0.699,0.652,0.347,0.848,0.02,0.158,0.119,,
1067,1.084,0.716,0.672,0.347,0.783,0.016,0.119,0.116,,
1069,1.064,0.695,0.652,0.352,0.811,0.019,0.174,0.146,,
1071,1.076,0.716,0.672,0.352,0.876,0.019,0.13,0.122,,
1073,1.063,0.699,0.656,0.356,0.804,0.019,0.117,0.155,,
1075,1.12,0.744,0.699,0.355,0.831,0.019,0.147,0.163,,
1077,1.1,0.728,0.675,0.355,0.864,0.019,0.185,0.172,,
1079,1.108,0.735,0.692,0.356,0.804,0.016,0.148,0.18,,
1081,1.144,0.764,0.716,0.367,0.864,0.019,0.179,0.129,,
1083,1.108,0.735,0.687,0.371,0.867,0.019,0.175,0.151,,
1085,1.087,0.719,0.679,0.371,0.828,0.019,0.159,0.17,,
1087,1.112,0.732,0.684,0.371,0.912,0.019,0.18,0.179,,
1089,1.096,0.724,0.68,0.376,0.832,0.016,0.159,0.161,,
1091,1.108,0.735,0.692,0.371,0.816,0.016,0.158,0.15,,
1093,1.12,0.743,0.699,0.368,0.936,0.02,0.161,0.172,,
1095,1.099,0.731,0.692,0.367,0.852,0.02,0.125,0.118,,
1097,1.1,0.736,0.692,0.371,0.843,0.02,0.12,0.123,,
1099,1.115,0.748,0.699,0.371,0.903,0.02,0.149,0.201,,
1101,1.119,0.747,0.703,0.376,0.867,0.02,0.15,0.147,,
1103,1.144,0.767,0.723,0.376,0.86,0.024,0.173,0.159,,
1105,1.139,0.764,0.723,0.376,0.951,0.019,0.18,0.184,,
1107,1.175,0.795,0.751,0.375,0.847,0.019,0.126,0.122,,
1109,1.124,0.747,0.695,0.379,0.84,0.019,0.137,0.139,,
1111,1.111,0.743,0.699,0.38,0.984,0.019,0.119,0.116,,
1113,1.112,0.743,0.696,0.384,0.86,0.019,0.115,0.115,,
1115,1.124,0.752,0.711,0.38,0.907,0.019,0.114,0.111,,
1117,1.132,0.759,0.711,0.391,0.919,0.019,0.114,0.11,,
1119,1.136,0.764,0.711,0.391,0.856,0.019,0.111,0.127,,
1121,1.12,0.74,0.696,0.4,0.895,0.019,0.163,0.176,,
1123,1.119,0.755,0.711,0.4,0.939,0.019,0.126,0.176,,
1125,1.132,0.764,0.711,0.4,0.888,0.019,0.165,0.189,,
1127,1.12,0.756,0.712,0.403,0.9,0.019,0.181,0.16,,
1129,1.151,0.788,0.74,0.399,0.959,0.028,0.152,0.152,,
1131,1.175,0.799,0.752,0.399,0.896,0.02,0.19,0.128,,
1133,1.168,0.788,0.747,0.4,0.972,0.02,0.12,0.149,,
1135,1.184,0.8,0.759,0.403,0.939,0.024,0.183,0.158,,
1137,1.147,0.767,0.716,0.4,0.88,0.019,0.153,0.178,,
1139,1.124,0.744,0.7,0.4,0.996,0.019,0.187,0.163,,
1141,1.124,0.756,0.711,0.404,0.903,0.019,0.125,0.202,,
1143,1.144,0.771,0.723,0.411,0.927,0.023,0.15,0.178,,
1145,1.148,0.776,0.731,0.404,1.015,0.019,0.125,0.126,,
1147,1.151,0.78,0.735,0.403,0.92,0.019,0.144,0.157,,
1149,1.264,0.887,0.84,0.408,0.984,0.024,0.187,0.213,,
1151,1.128,0.759,0.716,0.412,0.951,0.02,0.181,0.157,,
1153,1.124,0.76,0.716,0.411,0.911,0.024,0.193,0.138,,
1155,1.131,0.768,0.728,0.411,1.06,0.023,0.18,0.161,,
1157,1.14,0.775,0.732,0.424,0.903,0.019,0.181,0.203,,
1159,1.136,0.776,0.732,0.424,0.931,0.023,0.174,0.156,,
1161,1.144,0.788,0.736,0.424,1.024,0.028,0.12,0.195,,
1163,1.16,0.788,0.747,0.427,0.96,0.023,0.181,0.139,,
1165,1.14,0.779,0.731,0.416,1.035,0.019,0.178,0.141,,
1167,1.144,0.779,0.735,0.42,0.939,0.019,0.164,0.131,,
1169,1.132,0.771,0.723,0.411,0.936,0.024,0.119,0.155,,
1171,1.144,0.779,0.74,0.42,1.063,0.02,0.15,0.119,,
1173,1.151,0.783,0.747,0.427,0.975,0.024,0.156,0.181,,
1175,1.148,0.78,0.74,0.427,1.012,0.023,0.171,0.159,,
1177,1.139,0.779,0.732,0.42,1.003,0.023,0.18,0.138,,
1179,1.132,0.771,0.731,0.42,0.96,0.019,0.121,0.121,,
1181,1.16,0.791,0.736,0.427,1.092,0.02,0.172,0.201,,
1183,1.144,0.788,0.743,0.435,0.963,0.024,0.163,0.163,,
1185,1.147,0.788,0.74,0.432,0.996,0.023,0.184,0.177,,
1187,1.199,0.824,0.776,0.432,1.032,0.019,0.143,0.122,,
1189,1.195,0.831,0.783,0.432,0.975,0.024,0.153,0.156,,
1191,1.172,0.807,0.767,0.439,1.084,0.024,0.121,0.158,,
1193,1.188,0.812,0.764,0.439,1.008,0.023,0.172,0.159,,
1195,1.16,0.795,0.756,0.443,0.996,0.024,0.134,0.151,,
1197,1.139,0.78,0.744,0.444,1.068,0.02,0.124,0.119,,
1199,1.175,0.807,0.764,0.439,0.992,0.019,0.118,0.146,,
1201,1.159,0.791,0.752,0.435,1.115,0.064,0.155,0.177,,
1203,1.144,0.787,0.748,0.439,1.015,0.024,0.186,0.158,,
1205,1.188,0.815,0.768,0.444,1.036,0.023,0.122,0.125,,
1207,1.148,0.791,0.747,0.443,1.072,0.024,0.185,0.17,,
1209,1.168,0.807,0.767,0.439,1.036,0.024,0.197,0.182,,
1211,1.22,0.847,0.8,0.444,1.132,0.02,0.177,0.152,,
1213,1.188,0.819,0.779,0.447,1.015,0.107,0.187,0.138,,
1215,1.231,0.855,0.812,0.451,1.107,0.024,0.159,0.192,,
1217,1.199,0.831,0.783,0.447,1.048,0.024,0.181,0.162,,
1219,1.18,0.816,0.771,0.456,1.039,0.024,0.183,0.169,,
1221,1.168,0.807,0.771,0.46,1.14,0.024,0.177,0.158,,
1223,1.208,0.836,0.792,0.463,1.032,0.024,0.124,0.144,,
1225,1.176,0.812,0.772,0.463,1.14,0.024,0.123,0.15,,
1227,1.196,0.831,0.792,0.468,1.072,0.024,0.157,0.203,,
1229,1.188,0.823,0.779,0.468,1.079,0.024,0.199,0.187,,
1231,1.192,0.827,0.791,0.455,1.1,0.024,0.188,0.162,,
1233,1.18,0.823,0.78,0.463,1.032,0.024,0.182,0.181,,
1235,1.208,0.84,0.791,0.464,1.187,0.032,0.163,0.188,,
1237,1.243,0.879,0.836,0.456,1.068,0.024,0.128,0.187,,
1239,1.216,0.843,0.803,0.459,1.156,0.023,0.169,0.183,,
1241,1.243,0.875,0.831,0.459,1.075,0.024,0.171,0.155,,
1243,1.24,0.872,0.831,0.463,1.159,0.024,0.125,0.187,,
1245,1.207,0.839,0.8,0.467,1.108,0.024,0.174,0.182,,
1247,1.204,0.84,0.8,0.471,1.063,0.027,0.146,0.193,,
1249,1.224,0.86,0.82,0.468,1.18,0.028,0.161,0.159,,
1251,1.204,0.839,0.8,0.475,1.075,0.024,0.19,0.163,,
1253,1.216,0.851,0.808,0.475,1.199,0.024,0.197,0.158,,
1255,1.223,0.859,0.819,0.479,1.099,0.024,0.157,0.159,,
1257,1.208,0.852,0.812,0.492,1.175,0.024,0.162,0.15,,
1259,1.232,0.871,0.824,0.487,1.092,0.024,0.206,0.139,,
1261,1.232,0.872,0.827,0.487,1.212,0.024,0.162,0.152,,
1263,1.259,0.891,0.848,0.484,1.12,0.024,0.158,0.183,,
1265,1.24,0.872,0.823,0.48,1.115,0.024,0.155,0.162,,
1267,1.252,0.884,0.84,0.483,1.171,0.028,0.191,0.207,,
1269,1.232,0.863,0.824,0.484,1.127,0.032,0.178,0.164,,
1271,1.231,0.867,0.824,0.483,1.223,0.024,0.161,0.149,,
1273,1.207,0.851,0.811,0.487,1.128,0.024,0.121,0.164,,
1275,1.211,0.851,0.812,0.487,1.235,0.024,0.145,0.162,,
1277,1.231,0.872,0.823,0.492,1.123,0.027,0.155,0.156,,
1279,1.244,0.88,0.84,0.5,1.167,0.028,0.123,0.134,,
1281,1.243,0.879,0.835,0.504,1.18,0.024,0.188,0.143,,
1283,1.247,0.875,0.836,0.504,1.144,0.024,0.169,0.157,,
1285,1.235,0.875,0.836,0.508,1.228,0.028,0.124,0.13,,
1287,1.235,0.876,0.84,0.512,1.168,0.028,0.187,0.141,,
1289,1.283,0.908,0.86,0.519,1.247,0.024,0.123,0.156,,
1291,1.292,0.931,0.884,0.516,1.163,0.032,0.184,0.205,,
1293,1.292,0.923,0.875,0.503,1.299,0.028,0.19,0.158,,
1295,1.295,0.92,0.875,0.504,1.18,0.028,0.125,0.163,,
1297,1.276,0.903,0.864,0.512,1.243,0.024,0.163,0.13,,
1299,1.251,0.891,0.852,0.512,1.168,0.028,0.163,0.159,,
1301,1.268,0.899,0.867,0.512,1.268,0.028,0.129,0.163,,
1303,1.276,0.908,0.872,0.512,1.156,0.028,0.185,0.166,,
1305,1.284,0.916,0.88,0.516,1.28,0.028,0.125,0.123,,
1307,1.288,0.915,0.872,0.516,1.196,0.028,0.143,0.127,,
1309,1.283,0.919,0.876,0.519,1.291,0.028,0.122,0.209,,
1311,1.284,0.92,0.875,0.519,1.192,0.027,0.175,0.162,,
1313,1.307,0.935,0.891,0.515,1.303,0.028,0.166,0.194,,
1315,1.324,0.948,0.904,0.531,1.187,0.028,0.153,0.192,,
1317,1.351,0.971,0.927,0.548,1.327,0.028,0.151,0.123,,
1319,1.312,0.944,0.903,0.536,1.187,0.028,0.163,0.16,,
1321,1.304,0.939,0.892,0.524,1.3,0.028,0.178,0.134,,
1323,1.312,0.943,0.895,0.528,1.232,0.032,0.179,0.135,,
1325,1.284,0.932,0.888,0.528,1.315,0.028,0.126,0.185,,
1327,1.292,0.927,0.879,0.531,1.187,0.028,0.174,0.195,,
1329,1.307,0.943,0.896,0.531,1.331,0.028,0.183,0.193,,
1331,1.319,0.951,0.908,0.532,1.244,0.028,0.151,0.147,,
1333,1.324,0.963,0.915,0.536,1.332,0.028,0.193,0.163,,
1335,1.348,0.979,0.939,0.543,1.255,0.028,0.124,0.124,,
1337,1.319,0.96,0.916,0.536,1.324,0.028,0.124,0.123,,
1339,1.355,0.98,0.932,0.536,1.235,0.028,0.168,0.16,,
1341,1.312,0.951,0.903,0.548,1.364,0.028,0.126,0.124,,
1343,1.307,0.943,0.903,0.548,1.296,0.032,0.124,0.124,,
1345,1.327,0.955,0.908,0.548,1.304,0.028,0.127,0.177,,
1347,1.312,0.951,0.911,0.547,1.284,0.028,0.135,0.16,,
1349,1.295,0.94,0.9,0.543,1.307,0.028,0.182,0.192,,
1351,1.307,0.944,0.899,0.548,1.279,0.028,0.207,0.152,,
1353,1.316,0.956,0.911,0.548,1.36,0.036,0.168,0.189,,
1355,1.351,0.983,0.935,0.548,1.268,0.032,0.142,0.189,,
1357,1.347,0.984,0.94,0.551,1.328,0.032,0.133,0.169,,
1359,1.384,1.011,0.964,0.556,1.312,0.032,0.156,0.168,,
1361,1.36,0.984,0.939,0.551,1.336,0.028,0.182,0.203,,
1363,1.32,0.951,0.911,0.548,1.288,0.028,0.161,0.125,,
1365,1.331,0.963,0.92,0.555,1.355,0.028,0.186,0.17,,
1367,1.323,0.956,0.916,0.567,1.384,0.028,0.188,0.165,,
1369,1.327,0.964,0.924,0.568,1.383,0.028,0.162,0.188,,
1371,1.331,0.968,0.924,0.563,1.408,0.032,0.185,0.194,,
1373,1.327,0.964,0.923,0.572,1.3,0.035,0.196,0.169,,
1375,1.327,0.968,0.924,0.563,1.439,0.027,0.152,0.185,,
1377,1.399,1.032,0.984,0.56,1.303,0.031,0.137,0.184,,
1379,1.368,0.995,0.956,0.563,1.403,0.032,0.217,0.209,,
1381,1.392,1.019,0.972,0.568,1.372,0.028,0.159,0.127,,
1383,1.375,1.003,0.96,0.575,1.72,0.036,0.126,0.192,,
1385,1.336,0.967,0.927,0.572,1.272,0.028,0.165,0.168,,
1387,1.359,0.992,0.943,0.572,1.444,0.032,0.168,0.158,,
1389,1.34,0.975,0.936,0.575,1.347,0.032,0.138,0.134,,
1391,1.347,0.984,0.94,0.572,1.415,0.028,0.127,0.123,,
1393,1.36,0.988,0.944,0.572,1.427,0.032,0.126,0.125,,
1395,1.347,0.984,0.94,0.584,1.376,0.027,0.133,0.158,,
1397,1.355,0.988,0.943,0.592,1.387,0.032,0.194,0.168,,
1399,1.403,1.032,0.98,0.588,1.415,0.032,0.135,0.142,,
1401,1.379,1.012,0.972,0.587,1.36,0.032,0.131,0.127,,
1403,1.412,1.052,1.004,0.587,1.447,0.028,0.127,0.133,,
1405,1.372,1.004,0.963,0.588,1.384,0.032,0.132,0.137,,
1407,1.371,1.003,0.956,0.587,1.468,0.032,0.161,0.165,,
1409,1.371,1.004,0.956,0.588,1.415,0.032,0.161,0.22,,
1411,1.372,1.008,0.963,0.584,1.391,0.036,0.198,0.165,,
1413,1.364,1.,0.956,0.592,1.379,0.032,0.127,0.187,,
1415,1.367,1.004,0.96,0.587,1.475,0.032,0.17,0.163,,
1417,1.368,1.,0.963,0.587,1.408,0.032,0.173,0.156,,
1419,1.371,1.008,0.96,0.604,1.444,0.028,0.194,0.168,,
1421,1.391,1.028,0.988,0.608,1.424,0.032,0.197,0.169,,
1423,1.427,1.06,1.015,0.611,1.463,0.032,0.188,0.194,,
1425,1.432,1.056,1.008,0.608,1.459,0.027,0.134,0.148,,
1427,1.388,1.028,0.987,0.611,1.468,0.032,0.23,0.162,,
1429,1.411,1.048,1.,0.615,1.503,0.032,0.192,0.179,,
1431,1.395,1.032,0.988,0.611,1.456,0.032,0.152,0.191,,
1433,1.403,1.04,0.991,0.611,1.552,0.032,0.13,0.184,,
1435,1.408,1.035,0.991,0.615,1.451,0.032,0.14,0.199,,
1437,1.403,1.039,1.,0.616,1.552,0.032,0.135,0.183,,
1439,1.527,1.168,1.091,0.615,1.431,0.035,0.158,0.134,,
1441,1.44,1.072,1.024,0.615,1.539,0.031,0.191,0.14,,
1443,1.443,1.064,1.024,0.631,1.439,0.032,0.224,0.151,,
1445,1.487,1.104,1.048,0.635,1.536,0.031,0.141,0.128,,
1447,1.495,1.12,1.08,0.632,1.5,0.032,0.128,0.136,,
1449,1.48,1.104,1.06,0.628,1.487,0.032,0.126,0.205,,
1451,1.447,1.08,1.032,0.628,1.555,0.032,0.171,0.134,,
1453,1.46,1.091,1.043,0.627,1.504,0.032,0.178,0.16,,
1455,1.464,1.091,1.04,0.623,1.587,0.032,0.167,0.133,,
1457,1.459,1.091,1.043,0.632,1.492,0.035,0.165,0.177,,
1459,1.472,1.104,1.052,0.635,1.596,0.032,0.19,0.14,,
1461,1.46,1.092,1.048,0.627,1.471,0.032,0.167,0.16,,
1463,1.467,1.096,1.039,0.627,1.575,0.032,0.134,0.184,,
1465,1.464,1.091,1.035,0.635,1.572,0.032,0.187,0.135,,
1467,1.512,1.139,1.096,0.656,1.52,0.04,0.126,0.187,,
1469,1.524,1.147,1.096,0.652,1.548,0.032,0.189,0.201,,
1471,1.515,1.14,1.096,0.651,1.56,0.032,0.161,0.168,,
1473,1.495,1.12,1.072,0.639,1.64,0.036,0.195,0.133,,
1475,1.467,1.084,1.036,0.643,1.487,0.032,0.173,0.161,,
1477,1.456,1.087,1.044,0.635,1.635,0.032,0.126,0.135,,
1479,1.48,1.099,1.052,0.647,1.531,0.032,0.158,0.172,,
1481,1.5,1.127,1.075,0.651,1.591,0.035,0.13,0.128,,
1483,1.496,1.12,1.075,0.643,1.624,0.036,0.19,0.129,,
1485,1.492,1.107,1.055,0.647,1.576,0.035,0.177,0.168,,
1487,1.471,1.096,1.051,0.659,1.639,0.036,0.162,0.202,,
1489,1.495,1.123,1.075,0.667,1.544,0.032,0.176,0.201,,
1491,1.531,1.156,1.115,0.667,1.639,0.035,0.168,0.124,,
1493,1.532,1.159,1.111,0.671,1.611,0.04,0.13,0.131,,
1495,1.563,1.183,1.139,0.656,1.608,0.035,0.193,0.145,,
1497,1.515,1.144,1.091,0.656,1.663,0.032,0.132,0.2,,
1499,1.504,1.127,1.083,0.66,1.544,0.035,0.138,0.128,,
1501,1.5,1.128,1.083,0.659,1.668,0.032,0.183,0.153,,
1503,1.52,1.144,1.1,0.659,1.6,0.036,0.171,0.161,,
1505,1.524,1.156,1.115,0.664,1.632,0.032,0.13,0.176,,
1507,1.508,1.14,1.091,0.675,1.68,0.035,0.187,0.186,,
1509,1.519,1.144,1.1,0.671,1.555,0.035,0.176,0.167,,
1511,1.528,1.151,1.107,0.68,1.683,0.032,0.135,0.16,,
1513,1.531,1.159,1.111,0.692,1.636,0.035,0.157,0.184,,
1515,1.56,1.187,1.139,0.688,1.668,0.035,0.159,0.178,,
1517,1.599,1.207,1.168,0.675,1.675,0.032,0.194,0.171,,
