n,Rewrite_for,rewriting,rewriting (vm only),cbv;rewrite_strat(bottomup),cbv;rewrite_strat(topdown),cbv;setoid_rewrite
3040,3.768,2.279,2.144,,,
3041,3.944,2.416,2.28,,,
3042,3.716,2.119,1.984,,,
3043,3.947,2.359,2.22,,,
3044,3.92,2.416,2.279,,,
3045,3.591,2.028,1.891,,,
3046,3.807,2.243,2.104,,,
3047,3.735,2.231,2.091,,,
3048,3.796,2.264,2.127,,,
3049,3.912,2.364,2.228,,,
3050,3.716,2.148,2.007,,,
3051,3.796,2.296,2.155,,,
3052,4.171,2.543,2.403,,,
3053,3.764,2.195,2.051,,,
3054,4.047,2.527,2.384,,,
3055,3.775,2.275,2.136,,,
3056,3.728,2.127,1.988,,,
3057,4.072,2.488,2.344,,,
3058,3.663,2.159,2.015,,,
3059,3.952,2.351,2.199,,,
3060,4.051,2.408,2.271,,,
3061,3.867,2.231,2.096,,,
3062,4.184,2.596,2.451,,,
3063,3.779,2.22,2.076,,,
3064,3.779,2.18,2.039,,,
3065,4.003,2.48,2.344,,,
3066,3.748,2.215,2.076,,,
3067,3.892,2.283,2.144,,,
3068,3.991,2.319,2.175,,,
3069,3.872,2.252,2.107,,,
3070,4.028,2.435,2.287,,,
3071,3.735,2.184,2.039,,,
3072,3.7,2.148,2.008,,,
3073,4.103,2.5,2.36,,,
3074,3.768,2.203,2.064,,,
3075,4.127,2.523,2.384,,,
3076,3.884,2.32,2.179,,,
3077,3.764,2.167,2.028,,,
3078,4.079,2.503,2.367,,,
3079,3.832,2.2,2.059,,,
3080,4.088,2.463,2.324,,,
3081,3.956,2.371,2.231,,,
3082,3.736,2.203,2.068,,,
3083,4.171,2.627,2.488,,,
3084,3.796,2.231,2.091,,,
3085,4.003,2.423,2.275,,,
3086,3.871,2.271,2.127,,,
3087,3.739,2.156,2.015,,,
3088,4.228,2.596,2.448,,,
3089,3.811,2.115,1.967,,,
3090,4.036,2.439,2.296,,,
3091,4.108,2.535,2.395,,,
3092,3.72,2.188,2.047,,,
3093,4.152,2.576,2.436,,,
3094,3.899,2.335,2.184,,,
3095,3.928,2.271,2.127,,,
3096,4.155,2.5,2.351,,,
3097,3.859,2.207,2.06,,,
3098,4.015,2.347,2.203,,,
3099,4.02,2.396,2.255,,,
3100,3.76,2.176,2.028,,,
3101,4.139,2.492,2.351,,,
3102,3.86,2.283,2.14,,,
3103,3.915,2.336,2.192,,,
3104,4.08,2.479,2.319,,,
3105,3.924,2.344,2.199,,,
3106,4.199,2.648,2.503,,,
3107,3.967,2.384,2.243,,,
3108,3.859,2.212,2.064,,,
3109,3.984,2.416,2.271,,,
3110,3.859,2.272,2.131,,,
3111,3.976,2.407,2.26,,,
3112,4.223,2.475,2.328,,,
3113,3.896,2.259,2.112,,,
3114,4.172,2.515,2.372,,,
3115,3.964,2.283,2.139,,,
3116,4.,2.315,2.176,,,
3117,4.155,2.587,2.439,,,
3118,3.851,2.248,2.104,,,
3119,3.867,2.26,2.112,,,
3120,4.159,2.519,2.372,,,
3121,3.783,2.172,2.028,,,
3122,4.06,2.439,2.3,,,
3123,4.239,2.568,2.423,,,
3124,3.972,2.395,2.243,,,
3125,4.235,2.623,2.479,,,
3126,3.931,2.279,2.136,,,
3127,4.084,2.443,2.3,,,
3128,4.039,2.436,2.288,,,
3129,3.884,2.24,2.099,,,
3130,4.192,2.631,2.484,,,
3131,3.935,2.263,2.119,,,
3132,4.176,2.524,2.38,,,
3133,4.159,2.467,2.324,,,
3134,3.816,2.283,2.135,,,
3135,4.152,2.444,2.3,,,
3136,3.884,2.228,2.084,,,
3137,4.028,2.427,2.284,,,
3138,4.195,2.523,2.38,,,
3139,3.88,2.243,2.099,,,
3140,4.307,2.712,2.568,,,
3141,3.995,2.288,2.144,,,
3142,4.207,2.568,2.416,,,
3143,3.916,2.247,2.095,,,
3144,3.836,2.208,2.063,,,
3145,4.171,2.54,2.395,,,
3146,3.944,2.244,2.099,,,
3147,4.023,2.328,2.188,,,
3148,4.315,2.595,2.447,,,
3149,3.887,2.279,2.131,,,
3150,4.22,2.608,2.451,,,
3151,4.108,2.411,2.268,,,
3152,4.032,2.332,2.179,,,
3153,4.131,2.503,2.351,,,
3154,3.912,2.271,2.119,,,
3155,4.24,2.547,2.404,,,
3156,4.047,2.307,2.164,,,
3157,3.956,2.288,2.148,,,
3158,4.372,2.728,2.579,,,
3159,3.923,2.296,2.148,,,
3160,4.28,2.663,2.511,,,
3161,3.979,2.275,2.132,,,
3162,3.912,2.252,2.108,,,
3163,4.192,2.539,2.395,,,
3164,3.879,2.228,2.079,,,
3165,4.131,2.492,2.344,,,
3166,4.235,2.587,2.435,,,
3167,3.831,2.208,2.055,,,
3168,4.135,2.507,2.36,,,
3169,4.052,2.463,2.307,,,
3170,3.992,2.347,2.192,,,
3171,5.804,4.131,3.975,,,
3172,4.06,2.416,2.264,,,
3173,3.943,2.252,2.096,,,
3174,4.152,2.443,2.296,,,
3175,4.131,2.416,2.268,,,
3176,4.044,2.38,2.231,,,
3177,4.336,2.703,2.548,,,
3178,4.119,2.399,2.243,,,
3179,4.096,2.384,2.228,,,
3180,4.46,2.767,2.547,,,
3181,3.884,2.271,2.119,,,
3182,4.14,2.463,2.315,,,
3183,4.036,2.384,2.231,,,
3184,3.795,2.18,2.028,,,
3185,4.052,2.399,2.247,,,
3186,4.492,2.84,2.692,,,
3187,3.952,2.344,2.2,,,
3188,4.252,2.595,2.435,,,
3189,4.155,2.496,2.335,,,
3190,4.011,2.304,2.155,,,
3191,4.556,2.807,2.655,,,
3192,4.088,2.412,2.26,,,
3193,4.072,2.359,2.212,,,
3194,4.456,2.744,2.595,,,
3195,3.92,2.204,2.059,,,
3196,3.987,2.287,2.131,,,
3197,4.555,2.811,2.659,,,
3198,3.988,2.288,2.14,,,
3199,4.163,2.503,2.355,,,
3200,4.084,2.456,2.307,,,
3201,3.884,2.268,2.115,,,
3202,4.244,2.56,2.399,,,
3203,4.311,2.612,2.456,,,
3204,4.104,2.363,2.212,,,
3205,4.392,2.676,2.527,,,
3206,4.079,2.403,2.251,,,
3207,4.084,2.376,2.228,,,
3208,4.536,2.8,2.652,,,
3209,4.096,2.368,2.215,,,
3210,4.039,2.323,2.172,,,
3211,4.8,3.015,2.864,,,
3212,3.979,2.319,2.167,,,
3213,4.319,2.648,2.488,,,
3214,4.296,2.547,2.391,,,
3215,4.079,2.376,2.228,,,
3216,4.351,2.632,2.479,,,
3217,4.155,2.48,2.332,,,
3218,4.148,2.447,2.288,,,
3219,4.56,2.832,2.684,,,
3220,4.011,2.307,2.155,,,
3221,4.251,2.52,2.376,,,
3222,4.304,2.543,2.392,,,
3223,3.975,2.235,2.088,,,
3224,4.195,2.452,2.304,,,
3225,4.324,2.655,2.503,,,
3226,4.115,2.395,2.239,,,
3227,4.384,2.659,2.511,,,
3228,4.247,2.496,2.344,,,
3229,4.247,2.492,2.344,,,
3230,4.455,2.787,2.631,,,
3231,4.068,2.303,2.144,,,
3232,4.368,2.672,2.515,,,
3233,4.275,2.524,2.363,,,
3234,4.159,2.415,2.264,,,
3235,4.624,2.916,2.763,,,
3236,3.952,2.256,2.095,,,
3237,4.224,2.456,2.304,,,
3238,4.359,2.648,2.492,,,
3239,4.04,2.292,2.131,,,
3240,4.443,2.684,2.532,,,
3241,4.319,2.587,2.435,,,
3242,4.015,2.276,2.115,,,
3243,4.447,2.663,2.511,,,
3244,4.351,2.5,2.351,,,
3245,4.179,2.467,2.315,,,
3246,4.536,2.796,2.632,,,
3247,4.011,2.26,2.1,,,
3248,4.168,2.42,2.271,,,
3249,4.816,3.032,2.875,,,
3250,4.131,2.388,2.231,,,
3251,4.38,2.587,2.435,,,
3252,4.372,2.564,2.408,,,
3253,4.228,2.439,2.288,,,
3254,4.739,2.927,2.771,,,
3255,4.219,2.423,2.268,,,
3256,4.496,2.743,2.587,,,
3257,4.315,2.583,2.42,,,
3258,4.043,2.324,2.172,,,
3259,4.735,3.012,2.847,,,
3260,4.155,2.395,2.231,,,
3261,4.131,2.384,2.228,,,
3262,4.576,2.752,2.599,,,
3263,4.032,2.332,2.176,,,
3264,4.384,2.595,2.44,,,
3265,4.503,2.72,2.568,,,
3266,4.108,2.416,2.259,,,
3267,4.488,2.724,2.568,,,
3268,4.163,2.407,2.252,,,
3269,4.148,2.435,2.275,,,
3270,4.743,2.963,2.807,,,
3271,4.235,2.427,2.275,,,
3272,4.548,2.711,2.559,,,
3273,4.351,2.568,2.416,,,
3274,4.036,2.307,2.156,,,
3275,4.292,2.583,2.42,,,
3276,4.283,2.567,2.403,,,
3277,4.243,2.492,2.332,,,
3278,4.548,2.743,2.591,,,
3279,4.108,2.323,2.167,,,
3280,4.168,2.372,2.22,,,
3281,4.448,2.664,2.507,,,
3282,4.355,2.519,2.363,,,
3283,4.416,2.684,2.532,,,
3284,4.307,2.563,2.399,,,
3285,4.259,2.528,2.372,,,
3286,4.688,2.935,2.775,,,
3287,4.164,2.416,2.256,,,
3288,4.467,2.68,2.524,,,
3289,4.619,2.847,2.688,,,
3290,4.26,2.503,2.339,,,
3291,4.416,2.672,2.507,,,
3292,4.527,2.707,2.552,,,
3293,4.287,2.468,2.311,,,
3294,4.684,2.851,2.695,,,
3295,4.176,2.395,2.239,,,
3296,4.439,2.639,2.484,,,
3297,4.612,2.775,2.619,,,
3298,4.279,2.5,2.344,,,
3299,4.847,3.039,2.88,,,
3300,4.104,2.328,2.164,,,
3301,4.363,2.559,2.403,,,
3302,4.807,2.927,2.771,,,
3303,4.219,2.447,2.287,,,
3304,4.511,2.712,2.551,,,
3305,4.467,2.699,2.536,,,
3306,4.292,2.488,2.327,,,
3307,4.672,2.844,2.692,,,
3308,4.467,2.567,2.412,,,
3309,4.348,2.543,2.38,,,
3310,4.76,2.984,2.82,,,
3311,4.231,2.407,2.252,,,
3312,4.636,2.811,2.655,,,
3313,4.263,2.507,2.348,,,
3314,4.271,2.46,2.292,,,
3315,4.64,2.82,2.668,,,
3316,4.303,2.476,2.319,,,
3317,4.316,2.543,2.384,,,
3318,4.503,2.692,2.524,,,
3319,4.296,2.503,2.347,,,
3320,4.512,2.711,2.551,,,
3321,4.359,2.567,2.407,,,
3322,4.291,2.475,2.32,,,
3323,4.532,2.739,2.58,,,
3324,4.231,2.452,2.288,,,
3325,4.444,2.624,2.456,,,
3326,4.399,2.568,2.411,,,
3327,4.26,2.416,2.26,,,
3328,4.86,2.88,2.72,,,
3329,4.395,2.512,2.351,,,
3330,4.38,2.568,2.408,,,
3331,4.92,3.099,2.931,,,
3332,4.284,2.528,2.364,,,
3333,4.564,2.771,2.608,,,
3334,4.503,2.667,2.496,,,
3335,4.456,2.579,2.416,,,
3336,4.583,2.731,2.572,,,
3337,4.336,2.46,2.295,,,
3338,4.76,2.872,2.712,,,
3339,4.44,2.511,2.347,,,
3340,4.52,2.671,2.511,,,
3341,4.884,2.979,2.819,,,
3342,4.22,2.399,2.235,,,
3343,4.719,2.868,2.704,,,
3344,4.503,2.631,2.471,,,
3345,4.4,2.635,2.475,,,
3346,4.608,2.776,2.607,,,
3347,4.432,2.587,2.427,,,
3348,4.696,2.832,2.672,,,
3349,4.347,2.52,2.36,,,
3350,4.427,2.619,2.46,,,
3351,4.659,2.855,2.692,,,
3352,4.296,2.52,2.351,,,
3353,4.8,2.971,2.804,,,
3354,4.312,2.515,2.347,,,
3355,4.476,2.608,2.44,,,
3356,4.699,2.82,2.659,,,
3357,4.231,2.408,2.244,,,
3358,4.719,2.867,2.695,,,
3359,4.391,2.472,2.312,,,
3360,4.507,2.64,2.475,,,
3361,5.288,3.363,3.199,,,
3362,4.367,2.492,2.332,,,
3363,4.8,2.927,2.76,,,
3364,4.439,2.576,2.412,,,
3365,4.472,2.612,2.444,,,
3366,4.716,2.811,2.648,,,
3367,4.412,2.6,2.432,,,
3368,5.016,3.112,2.944,,,
3369,4.319,2.503,2.336,,,
3370,4.596,2.771,2.604,,,
3371,4.707,2.844,2.68,,,
3372,4.395,2.532,2.372,,,
3373,4.648,2.779,2.615,,,
3374,4.564,2.712,2.539,,,
3375,4.324,2.539,2.368,,,
3376,4.84,2.987,2.819,,,
3377,4.404,2.528,2.363,,,
3378,4.715,2.843,2.675,,,
3379,4.416,2.528,2.364,,,
3380,4.355,2.547,2.38,,,
3381,4.783,2.899,2.731,,,
3382,4.484,2.603,2.435,,,
3383,4.579,2.695,2.528,,,
3384,4.764,2.923,2.752,,,
3385,4.36,2.564,2.396,,,
3386,4.88,3.003,2.839,,,
3387,4.619,2.724,2.563,,,
3388,4.387,2.604,2.44,,,
3389,4.755,2.871,2.707,,,
3390,4.468,2.576,2.411,,,
3391,5.,3.115,2.952,,,
3392,4.368,2.471,2.307,,,
3393,4.76,2.903,2.735,,,
3394,4.623,2.728,2.564,,,
3395,4.416,2.599,2.427,,,
3396,4.779,2.931,2.768,,,
3397,4.3,2.439,2.271,,,
3398,4.788,2.931,2.771,,,
3399,4.619,2.735,2.56,,,
3400,4.46,2.568,2.4,,,
3401,4.791,2.895,2.731,,,
3402,4.432,2.539,2.376,,,
3403,4.855,2.963,2.8,,,
3404,4.543,2.663,2.496,,,
3405,4.503,2.632,2.463,,,
3406,4.76,2.891,2.72,,,
3407,4.491,2.595,2.436,,,
3408,4.996,3.123,2.96,,,
3409,4.563,2.676,2.511,,,
3410,4.98,3.047,2.884,,,
3411,4.479,2.64,2.471,,,
3412,4.579,2.684,2.512,,,
3413,4.804,2.851,2.688,,,
3414,4.615,2.695,2.532,,,
3415,4.984,3.108,2.935,,,
3416,4.351,2.503,2.332,,,
3417,4.659,2.739,2.568,,,
3418,4.655,2.743,2.576,,,
3419,4.603,2.684,2.512,,,
3420,4.868,2.919,2.663,,,
3421,4.511,2.608,2.44,,,
3422,4.979,3.043,2.88,,,
3423,4.672,2.731,2.563,,,
3424,4.556,2.628,2.463,,,
3425,5.268,3.319,3.155,,,
3426,4.595,2.652,2.484,,,
3427,4.96,3.003,2.836,,,
3428,4.679,2.728,2.556,,,
3429,4.695,2.788,2.612,,,
3430,5.051,3.115,2.948,,,
3431,4.604,2.668,2.496,,,
3432,4.952,2.987,2.823,,,
3433,4.863,2.912,2.744,,,
3434,4.784,2.824,2.655,,,
3435,5.215,3.292,3.12,,,
3436,4.567,2.639,2.467,,,
3437,4.863,2.895,2.728,,,
3438,4.604,2.68,2.512,,,
3439,4.619,2.703,2.528,,,
3440,5.296,3.307,3.14,,,
3441,4.695,2.739,2.576,,,
3442,5.087,3.171,3.003,,,
3443,4.648,2.688,2.511,,,
3444,4.739,2.82,2.648,,,
3445,4.791,2.831,2.655,,,
3446,4.508,2.604,2.435,,,
3447,5.171,3.228,3.051,,,
3448,4.712,2.695,2.524,,,
3449,4.811,2.871,2.699,,,
3450,5.043,3.083,2.92,,,
3451,4.695,2.76,2.584,,,
3452,5.224,3.251,3.083,,,
3453,4.688,2.711,2.539,,,
3454,5.016,3.015,2.844,,,
3455,4.88,2.891,2.719,,,
3456,4.595,2.688,2.512,,,
3457,4.983,3.031,2.859,,,
3458,4.532,2.604,2.427,,,
3459,5.016,3.072,2.895,,,
3460,4.771,2.784,2.612,,,
3461,4.496,2.555,2.391,,,
3462,4.815,2.892,2.715,,,
3463,4.644,2.704,2.54,,,
3464,5.176,3.215,3.047,,,
3465,4.515,2.552,2.383,,,
3466,4.859,2.907,2.728,,,
3467,5.024,3.043,2.872,,,
3468,4.663,2.728,2.556,,,
3469,5.027,3.039,2.872,,,
3470,4.724,2.752,2.579,,,
3471,6.703,4.72,4.551,,,
3472,4.503,2.475,2.307,,,
3473,4.659,2.684,2.512,,,
3474,4.967,2.963,2.791,,,
3475,4.771,2.792,2.623,,,
3476,4.923,2.971,2.804,,,
3477,4.579,2.632,2.456,,,
3478,6.684,4.704,4.532,,,
3479,4.384,2.451,2.283,,,
3480,4.556,2.612,2.435,,,
3481,5.344,3.327,3.155,,,
3482,4.775,2.764,2.588,,,
3483,5.155,3.167,2.992,,,
3484,4.768,2.728,2.556,,,
3485,4.695,2.731,2.555,,,
3486,5.331,3.279,3.108,,,
3487,4.535,2.551,2.376,,,
3488,4.96,2.979,2.796,,,
3489,5.032,3.068,2.895,,,
3490,4.796,2.796,2.623,,,
3491,5.072,3.051,2.876,,,
3492,4.724,2.72,2.547,,,
3493,4.88,2.891,2.715,,,
3494,4.735,2.671,2.5,,,
3495,4.655,2.664,2.479,,,
3496,4.975,3.023,2.847,,,
3497,4.716,2.731,2.559,,,
3498,4.792,2.8,2.627,,,
3499,5.336,3.296,3.123,,,
3500,4.768,2.787,2.615,,,
3501,5.103,3.103,2.935,,,
3502,4.731,2.699,2.524,,,
3503,4.703,2.688,2.516,,,
3504,4.903,2.912,2.731,,,
3505,4.783,2.752,2.579,,,
3506,5.091,3.115,2.948,,,
3507,4.795,2.779,2.604,,,
3508,4.667,2.711,2.539,,,
3509,5.484,3.491,3.311,,,
3510,4.771,2.728,2.556,,,
3511,5.108,3.063,2.891,,,
3512,4.815,2.735,2.56,,,
3513,4.771,2.747,2.572,,,
3514,5.068,3.072,2.9,,,
3515,4.744,2.751,2.579,,,
3516,5.163,3.131,2.956,,,
3517,4.887,2.895,2.72,,,
3518,4.627,2.652,2.475,,,
3519,5.367,3.359,3.18,,,
3520,4.827,2.788,2.612,,,
3521,5.104,3.1,2.927,,,
3522,5.108,3.091,2.912,,,
3523,4.72,2.739,2.568,,,
3524,5.063,3.003,2.827,,,
3525,4.631,2.648,2.475,,,
3526,5.036,3.015,2.836,,,
3527,5.044,3.036,2.859,,,
3528,4.728,2.675,2.503,,,
3529,5.155,3.123,2.948,,,
3530,4.8,2.751,2.576,,,
3531,5.223,3.159,2.984,,,
3532,4.836,2.811,2.64,,,
3533,4.695,2.667,2.487,,,
3534,5.247,3.192,3.011,,,
3535,4.807,2.771,2.599,,,
3536,5.26,3.247,3.059,,,
3537,5.008,2.923,2.744,,,
3538,4.792,2.776,2.607,,,
3539,5.22,3.192,3.,,,
3540,4.796,2.735,2.564,,,
3541,7.055,4.992,4.804,,,
3542,4.423,2.359,2.188,,,
3543,5.068,3.011,2.836,,,
3544,4.956,2.895,2.72,,,
3545,4.768,2.752,2.579,,,
3546,5.176,3.056,2.884,,,
3547,4.752,2.752,2.568,,,
3548,5.188,3.143,2.96,,,
3549,5.119,3.064,2.887,,,
3550,4.923,2.832,2.652,,,
3551,5.028,2.963,2.779,,,
3552,4.84,2.792,2.603,,,
3553,6.972,4.948,4.768,,,
3554,4.547,2.536,2.36,,,
3555,4.88,2.84,2.659,,,
3556,5.108,3.039,2.863,,,
3557,4.847,2.819,2.648,,,
3558,5.276,3.255,3.072,,,
3559,4.707,2.655,2.48,,,
3560,5.108,3.091,2.912,,,
3561,5.112,3.003,2.824,,,
3562,4.88,2.807,2.631,,,
3563,5.375,3.315,3.127,,,
3564,4.807,2.768,2.587,,,
3565,5.212,3.132,2.951,,,
3566,5.103,2.988,2.811,,,
3567,4.84,2.811,2.623,,,
3568,5.239,3.184,3.,,,
3569,4.632,2.599,2.423,,,
3570,5.235,3.172,2.987,,,
3571,5.247,3.132,2.948,,,
3572,4.971,2.88,2.699,,,
3573,5.368,3.264,3.092,,,
3574,4.703,2.667,2.479,,,
3575,5.115,3.055,2.872,,,
3576,5.192,3.139,2.956,,,
3577,4.947,2.912,2.724,,,
3578,5.304,3.271,3.091,,,
3579,4.828,2.756,2.579,,,
3580,5.1,3.02,2.835,,,
3581,5.384,3.34,3.164,,,
3582,4.935,2.84,2.66,,,
3583,5.307,3.184,3.003,,,
3584,5.083,3.02,2.827,,,
3585,4.775,2.768,2.579,,,
3586,5.324,3.264,3.083,,,
3587,4.731,2.719,2.528,,,
3588,5.199,3.115,2.939,,,
3589,5.043,3.016,2.828,,,
3590,4.796,2.756,2.571,,,
3591,5.368,3.344,3.155,,,
3592,4.884,2.828,2.647,,,
3593,5.42,3.284,3.099,,,
3594,4.935,2.82,2.627,,,
3595,4.988,2.887,2.704,,,
3596,5.164,3.099,2.92,,,
3597,4.984,2.884,2.707,,,
3598,5.359,3.275,3.1,,,
3599,4.784,2.64,2.456,,,
3600,5.071,2.98,2.8,,,
3601,5.195,3.063,2.884,,,
3602,4.788,2.747,2.564,,,
3603,5.2,3.112,2.927,,,
3604,5.104,2.983,2.8,,,
3605,4.88,2.835,2.655,,,
3606,5.359,3.3,3.112,,,
3607,4.912,2.811,2.628,,,
3608,5.18,3.115,2.92,,,
3609,5.056,2.947,2.768,,,
3610,5.027,2.936,2.747,,,
3611,5.148,3.051,2.872,,,
3612,4.916,2.836,2.655,,,
3613,5.516,3.387,3.203,,,
3614,5.063,2.92,2.74,,,
3615,5.395,3.235,3.056,,,
3616,4.899,2.839,2.648,,,
3617,4.88,2.82,2.635,,,
3618,5.319,3.244,3.055,,,
3619,5.06,2.939,2.76,,,
3620,5.427,3.28,3.091,,,
3621,4.912,2.812,2.623,,,
3622,5.503,3.395,3.207,,,
3623,4.895,2.783,2.592,,,
3624,5.056,2.963,2.783,,,
3625,5.267,3.163,2.979,,,
3626,4.82,2.719,2.536,,,
3627,5.392,3.264,3.084,,,
3628,5.316,3.127,2.94,,,
3629,5.112,2.988,2.804,,,
3630,5.752,3.584,3.399,,,
3631,5.123,2.992,2.807,,,
3632,5.475,3.359,3.176,,,
3633,5.059,2.939,2.751,,,
3634,7.252,5.155,4.963,,,
3635,5.423,3.311,3.123,,,
3636,4.855,2.743,2.56,,,
3637,5.351,3.236,3.051,,,
3638,5.007,2.931,2.744,,,
3639,5.439,3.287,3.1,,,
3640,5.083,2.935,2.752,,,
3641,4.971,2.871,2.684,,,
3642,5.6,3.471,3.283,,,
3643,5.112,2.944,2.76,,,
3644,5.452,3.315,3.115,,,
3645,5.104,2.972,2.779,,,
3646,5.192,3.068,2.88,,,
3647,5.644,3.492,3.295,,,
3648,5.115,2.963,2.775,,,
3649,5.564,3.408,3.224,,,
3650,5.047,2.891,2.708,,,
3651,5.475,3.347,3.148,,,
3652,5.275,3.108,2.923,,,
3653,5.068,2.936,2.748,,,
3654,5.427,3.34,3.152,,,
3655,4.859,2.756,2.572,,,
3656,5.484,3.355,3.167,,,
3657,5.279,3.131,2.952,,,
3658,5.104,3.012,2.819,,,
3659,5.851,3.728,3.532,,,
3660,5.059,2.916,2.727,,,
3661,5.364,3.208,3.023,,,
3662,5.216,3.123,2.931,,,
3663,5.168,2.971,2.792,,,
3664,5.268,3.164,2.975,,,
3665,5.207,2.996,2.804,,,
3666,5.775,3.655,3.463,,,
3667,4.988,2.827,2.635,,,
3668,5.412,3.263,3.072,,,
3669,5.112,2.995,2.804,,,
3670,5.243,3.088,2.895,,,
3671,5.712,3.484,3.296,,,
3672,5.087,2.911,2.724,,,
3673,5.623,3.456,3.268,,,
3674,5.268,3.036,2.844,,,
3675,5.163,2.98,2.779,,,
3676,5.851,3.668,3.475,,,
3677,5.104,2.987,2.783,,,
3678,5.712,3.507,3.319,,,
3679,5.203,3.007,2.82,,,
3680,4.996,2.832,2.643,,,
3681,5.752,3.6,3.411,,,
3682,5.051,2.868,2.684,,,
3683,5.528,3.336,3.152,,,
3684,5.123,2.952,2.76,,,
3685,5.359,3.184,2.992,,,
3686,5.62,3.408,3.224,,,
3687,5.011,2.835,2.648,,,
3688,5.731,3.539,3.351,,,
3689,5.14,2.859,2.668,,,
3690,5.355,3.188,2.992,,,
3691,5.332,3.195,2.991,,,
3692,5.047,2.907,2.715,,,
3693,5.564,3.38,3.192,,,
3694,5.051,2.88,2.688,,,
3695,5.248,3.06,2.872,,,
3696,5.583,3.368,3.176,,,
3697,5.072,2.939,2.743,,,
3698,5.668,3.491,3.3,,,
3699,5.119,2.927,2.735,,,
3700,5.76,3.56,3.364,,,
3701,5.115,2.94,2.744,,,
3702,5.34,3.172,2.98,,,
3703,5.724,3.472,3.283,,,
3704,5.192,2.984,2.787,,,
3705,5.488,3.307,3.115,,,
3706,5.18,2.979,2.783,,,
3707,5.431,3.28,3.091,,,
3708,5.712,3.483,3.291,,,
3709,5.127,2.96,2.768,,,
3710,5.532,3.292,3.1,,,
3711,5.18,3.011,2.815,,,
3712,5.48,3.268,3.076,,,
3713,5.583,3.408,3.204,,,
3714,5.256,3.092,2.9,,,
3715,5.559,3.359,3.167,,,
3716,5.279,3.091,2.895,,,
3717,5.783,3.536,3.34,,,
3718,5.391,3.072,2.88,,,
3719,5.484,3.332,3.139,,,
3720,5.412,3.164,2.967,,,
3721,5.371,3.152,2.96,,,
3722,5.899,3.635,3.44,,,
3723,5.196,3.039,2.835,,,
3724,5.799,3.515,3.328,,,
3725,5.235,3.04,2.84,,,
3726,5.484,3.279,3.079,,,
3727,5.688,3.44,3.244,,,
3728,5.244,3.04,2.851,,,
3729,5.912,3.708,3.516,,,
3730,5.172,2.951,2.76,,,
3731,5.587,3.407,3.212,,,
3732,5.436,3.203,2.996,,,
3733,5.459,3.18,2.976,,,
3734,5.864,3.644,3.439,,,
3735,5.203,3.016,2.816,,,
3736,5.659,3.443,3.243,,,
3737,5.443,3.195,3.004,,,
3738,5.159,2.939,2.748,,,
3739,5.832,3.551,3.355,,,
3740,5.299,3.043,2.843,,,
3741,5.672,3.456,3.26,,,
3742,5.427,3.164,2.967,,,
3743,5.316,3.083,2.891,,,
3744,5.912,3.703,3.503,,,
3745,5.384,3.152,2.956,,,
3746,5.911,3.683,3.487,,,
3747,5.316,3.091,2.896,,,
3748,7.659,5.355,5.164,,,
3749,5.243,3.023,2.819,,,
3750,5.319,3.111,2.915,,,
3751,5.516,3.263,3.072,,,
3752,5.34,3.087,2.892,,,
3753,5.791,3.528,3.332,,,
3754,5.307,3.083,2.884,,,
3755,7.404,5.175,4.979,,,
3756,4.912,2.688,2.495,,,
3757,5.763,3.547,3.347,,,
3758,5.363,3.056,2.859,,,
3759,5.532,3.271,3.079,,,
3760,5.528,3.264,3.059,,,
3761,5.4,3.147,2.943,,,
3762,5.564,3.352,3.147,,,
3763,5.324,3.02,2.823,,,
3764,7.604,5.364,5.159,,,
3765,4.956,2.683,2.492,,,
3766,5.731,3.52,3.316,,,
3767,5.335,3.048,2.852,,,
3768,5.379,3.115,2.92,,,
3769,5.747,3.476,3.275,,,
3770,5.431,3.167,2.971,,,
3771,5.852,3.563,3.371,,,
3772,5.416,3.115,2.915,,,
3773,5.675,3.42,3.211,,,
3774,5.656,3.36,3.156,,,
3775,5.384,3.172,2.971,,,
3776,5.639,3.34,3.143,,,
3777,5.304,3.067,2.868,,,
3778,7.948,5.703,5.503,,,
3779,5.072,2.799,2.599,,,
3780,5.876,3.603,3.399,,,
3781,5.192,2.94,2.739,,,
3782,5.791,3.463,3.264,,,
3783,5.42,3.156,2.955,,,
3784,5.412,3.135,2.939,,,
3785,5.659,3.399,3.195,,,
3786,5.311,3.056,2.856,,,
3787,7.76,5.492,5.296,,,
3788,5.048,2.8,2.603,,,
3789,5.928,3.591,3.396,,,
3790,5.195,2.951,2.747,,,
3791,5.756,3.492,3.283,,,
3792,5.515,3.2,2.987,,,
3793,5.347,3.055,2.852,,,
3794,5.935,3.699,3.5,,,
3795,5.576,3.304,3.108,,,
3796,5.8,3.54,3.332,,,
3797,5.515,3.211,3.011,,,
3798,5.376,3.136,2.935,,,
3799,6.311,4.072,3.871,,,
3800,5.231,2.923,2.727,,,
3801,5.779,3.423,3.224,,,
3802,5.943,3.575,3.372,,,
3803,5.463,3.131,2.923,,,
3804,5.796,3.559,3.351,,,
3805,5.38,3.092,2.887,,,
3806,5.783,3.463,3.26,,,
3807,5.531,3.26,3.051,,,
3808,5.443,3.168,2.96,,,
3809,6.131,3.871,3.664,,,
3810,5.368,3.087,2.884,,,
3811,5.711,3.424,3.22,,,
3812,5.587,3.283,3.083,,,
3813,5.659,3.344,3.139,,,
